brand,model,variant,fuel,transmission,engineCc,hp,torque,launchYear,discontinuedYear,serviceKm,serviceMonths
Tata,Safari,Accomplished,DIESEL,MANUAL,1956,170,350,2023,,15000,12
Tata,Safari,Accomplished+,DIESEL,MANUAL,1956,170,350,2023,,15000,12
Tata,Safari,Fearless,DIESEL,MANUAL,1956,170,350,2023,,15000,12
Tata,Safari,Fearless+,DIESEL,MANUAL,1956,170,350,2023,,15000,12
Tata,Safari,XT AT,DIESEL,AUTOMATIC,1956,170,350,2021,,15000,12
Tata,Safari,XT+ AT,DIESEL,AUTOMATIC,1956,170,350,2021,,15000,12
Tata,Safari,XZ AT,DIESEL,AUTOMATIC,1956,170,350,2021,,15000,12
Tata,Safari,XZ+ AT,DIESEL,AUTOMATIC,1956,170,350,2021,,15000,12
Tata,Safari,Accomplished AT,DIESEL,AUTOMATIC,1956,170,350,2023,,15000,12
Tata,Safari,Accomplished+ AT,DIESEL,AUTOMATIC,1956,170,350,2023,,15000,12
Tata,Safari,Fearless AT,DIESEL,AUTOMATIC,1956,170,350,2023,,15000,12
Tata,Safari,Fearless+ AT,DIESEL,AUTOMATIC,1956,170,350,2023,,15000,12

Tata,Hexa,XE,DIESEL,MANUAL,2179,150,320,2017,2020,15000,12
Tata,Hexa,XM,DIESEL,MANUAL,2179,150,320,2017,2020,15000,12
Tata,Hexa,XT,DIESEL,MANUAL,2179,156,400,2017,2020,15000,12
Tata,Hexa,XT 4x4,DIESEL,MANUAL,2179,156,400,2017,2020,15000,12
Tata,Hexa,XTA,DIESEL,AUTOMATIC,2179,156,400,2017,2020,15000,12
Tata,Hexa,XTA 4x4,DIESEL,AUTOMATIC,2179,156,400,2017,2020,15000,12

Tata,Sumo,Deluxe,DIESEL,MANUAL,1948,68,118,1994,2019,15000,12
Tata,Sumo,DX,DIESEL,MANUAL,1948,68,118,1994,2019,15000,12
Tata,Sumo,EX,DIESEL,MANUAL,2956,85,250,2004,2019,15000,12
Tata,Sumo,LX,DIESEL,MANUAL,2956,85,250,2004,2019,15000,12
Tata,Sumo,Gold CX,DIESEL,MANUAL,2956,85,250,2012,2019,15000,12
Tata,Sumo,Gold EX,DIESEL,MANUAL,2956,85,250,2012,2019,15000,12
Tata,Sumo,Gold GX,DIESEL,MANUAL,2956,85,250,2012,2019,15000,12
Tata,Sumo,Gold LX,DIESEL,MANUAL,2956,85,250,2012,2019,15000,12

Tata,Sumo Grande,CX,DIESEL,MANUAL,2179,120,250,2008,2016,15000,12
Tata,Sumo Grande,EX,DIESEL,MANUAL,2179,120,250,2008,2016,15000,12
Tata,Sumo Grande,GX,DIESEL,MANUAL,2179,120,250,2008,2016,15000,12
Tata,Sumo Grande,LX,DIESEL,MANUAL,2179,120,250,2008,2016,15000,12
Tata,Sumo Grande,MK II,DIESEL,MANUAL,2179,120,250,2012,2016,15000,12

Tata,Safari Storme,LX,DIESEL,MANUAL,2179,150,320,2012,2020,15000,12
Tata,Safari Storme,EX,DIESEL,MANUAL,2179,150,320,2012,2020,15000,12
Tata,Safari Storme,VX,DIESEL,MANUAL,2179,156,400,2012,2020,15000,12
Tata,Safari Storme,VX 4x4,DIESEL,MANUAL,2179,156,400,2012,2020,15000,12
Tata,Safari Storme,Varicor 400 VX,DIESEL,MANUAL,2179,156,400,2015,2020,15000,12
Tata,Safari Storme,Varicor 400 VX 4x4,DIESEL,MANUAL,2179,156,400,2015,2020,15000,12

Tata,Safari,4x2 GX,DIESEL,MANUAL,2956,90,190,1998,2005,15000,12
Tata,Safari,4x4 VX,DIESEL,MANUAL,2956,90,190,1998,2005,15000,12
Tata,Safari,EX,DIESEL,MANUAL,1948,90,190,2002,2005,15000,12
Tata,Safari,DICOR LX,DIESEL,MANUAL,2956,116,300,2005,2010,15000,12
Tata,Safari,DICOR EX,DIESEL,MANUAL,2956,116,300,2005,2010,15000,12
Tata,Safari,DICOR VX,DIESEL,MANUAL,2956,116,300,2005,2010,15000,12
Tata,Safari,DICOR VX 4x4,DIESEL,MANUAL,2956,116,300,2005,2010,15000,12
Tata,Safari,DICOR 2.2 LX,DIESEL,MANUAL,2179,140,320,2010,2012,15000,12
Tata,Safari,DICOR 2.2 VX,DIESEL,MANUAL,2179,140,320,2010,2012,15000,12

Tata,Aria,Pure,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12
Tata,Aria,Pleasure,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12
Tata,Aria,Pride,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12
Tata,Aria,Prestige,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12
Tata,Aria,Pride 4x4,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12
Tata,Aria,Prestige 4x4,DIESEL,MANUAL,2179,140,320,2010,2017,15000,12

Tata,Movus,CX,DIESEL,MANUAL,2179,140,320,2014,2016,15000,12
Tata,Movus,LX,DIESEL,MANUAL,2179,140,320,2014,2016,15000,12
Tata,Movus,ZX,DIESEL,MANUAL,2179,140,320,2014,2016,15000,12

Tata,Magic,Standard,DIESEL,MANUAL,702,16,38,2007,,15000,12
Tata,Magic,Express,DIESEL,MANUAL,702,16,38,2007,,15000,12
Tata,Magic,Iris,DIESEL,MANUAL,611,11,31,2010,,15000,12
Tata,Magic,EV,EV,AUTOMATIC,0,36,90,2023,,15000,12

Tata,Ace Gold,Petrol CX,PETROL,MANUAL,694,30,55,2020,,15000,12
Tata,Ace Gold,Diesel Plus,DIESEL,MANUAL,702,20,45,2020,,15000,12
Tata,Ace Gold,CNG Plus,CNG,MANUAL,694,26,51,2020,,15000,12
Tata,Ace EV,Base,EV,AUTOMATIC,0,36,130,2022,,15000,12

Tata,Yodha,Pickup 4x2,DIESEL,MANUAL,2956,100,250,2017,,15000,12
Tata,Yodha,Pickup 4x4,DIESEL,MANUAL,2956,100,250,2017,,15000,12
Tata,Yodha,Crew Cabin,DIESEL,MANUAL,2956,100,250,2018,,15000,12
Tata,Yodha,2.0,DIESEL,MANUAL,2179,100,250,2022,,15000,12

Tata,Intra,V10,PETROL,MANUAL,798,44,110,2019,,15000,12
Tata,Intra,V20,DIESEL,MANUAL,798,70,140,2019,,15000,12
Tata,Intra,V30,DIESEL,MANUAL,1496,70,140,2021,,15000,12
Tata,Intra,V50,DIESEL,MANUAL,1496,80,220,2022,,15000,12

Tata,Winger,Standard,DIESEL,MANUAL,2179,100,200,2007,,15000,12
Tata,Winger,School,DIESEL,MANUAL,2179,100,200,2007,,15000,12
Tata,Winger,Staff,DIESEL,MANUAL,2179,100,200,2007,,15000,12
Tata,Winger,Tourist,DIESEL,MANUAL,2179,100,200,2007,,15000,12
Tata,Winger,Ambulance,DIESEL,MANUAL,2179,100,200,2007,,15000,12

Tata,Curvv,Smart,PETROL,MANUAL,1199,125,225,2024,,15000,12
Tata,Curvv,Pure,PETROL,MANUAL,1199,125,225,2024,,15000,12
Tata,Curvv,Creative,PETROL,MANUAL,1199,125,225,2024,,15000,12
Tata,Curvv,Accomplished,PETROL,MANUAL,1199,125,225,2024,,15000,12
Tata,Curvv,Accomplished+,PETROL,MANUAL,1199,125,225,2024,,15000,12
Tata,Curvv,Creative DCA,PETROL,AUTOMATIC,1199,125,225,2024,,15000,12
Tata,Curvv,Accomplished DCA,PETROL,AUTOMATIC,1199,125,225,2024,,15000,12
Tata,Curvv,Accomplished+ DCA,PETROL,AUTOMATIC,1199,125,225,2024,,15000,12
Tata,Curvv,Creative Diesel,DIESEL,MANUAL,1497,118,260,2024,,15000,12
Tata,Curvv,Accomplished Diesel,DIESEL,MANUAL,1497,118,260,2024,,15000,12
Tata,Curvv,Accomplished+ Diesel,DIESEL,MANUAL,1497,118,260,2024,,15000,12
Tata,Curvv,Accomplished Diesel DCA,DIESEL,AUTOMATIC,1497,118,260,2024,,15000,12
Tata,Curvv,Accomplished+ Diesel DCA,DIESEL,AUTOMATIC,1497,118,260,2024,,15000,12

Tata,Curvv EV,Creative 45,EV,AUTOMATIC,0,150,215,2024,,15000,12
Tata,Curvv EV,Creative+ 45,EV,AUTOMATIC,0,150,215,2024,,15000,12
Tata,Curvv EV,Accomplished 45,EV,AUTOMATIC,0,150,215,2024,,15000,12
Tata,Curvv EV,Accomplished+ 45,EV,AUTOMATIC,0,150,215,2024,,15000,12
Tata,Curvv EV,Empowered+ 55,EV,AUTOMATIC,0,167,215,2024,,15000,12

Tata,Sierra,2.0 Diesel,DIESEL,MANUAL,1948,90,190,1991,2003,15000,12
Tata,Sierra,Turbo Diesel,DIESEL,MANUAL,1948,90,190,1995,2003,15000,12

Tata,Estate,Standard,DIESEL,MANUAL,1948,68,118,1992,2000,15000,12
Tata,Estate,Deluxe,DIESEL,MANUAL,1948,68,118,1992,2000,15000,12

Tata,Sumo Victa,CX,DIESEL,MANUAL,2956,85,250,2004,2012,15000,12
Tata,Sumo Victa,EX,DIESEL,MANUAL,2956,85,250,2004,2012,15000,12
Tata,Sumo Victa,GX,DIESEL,MANUAL,2956,85,250,2004,2012,15000,12
Tata,Sumo Victa,LX,DIESEL,MANUAL,2956,85,250,2004,2012,15000,12
Tata,Sumo Victa,Turbo DI,DIESEL,MANUAL,2956,90,250,2006,2012,15000,12

Tata,Spacio,Standard,DIESEL,MANUAL,1948,68,118,2000,2011,15000,12
Tata,Spacio,Deluxe,DIESEL,MANUAL,1948,68,118,2000,2011,15000,12
Tata,Spacio,Gold,DIESEL,MANUAL,2956,70,223,2007,2011,15000,12

Tata,Xenon XT,EX 4x2,DIESEL,MANUAL,2179,140,320,2007,2018,15000,12
Tata,Xenon XT,EX 4x4,DIESEL,MANUAL,2179,140,320,2007,2018,15000,12
Tata,Xenon XT,XT 4x2,DIESEL,MANUAL,2179,140,320,2007,2018,15000,12
Tata,Xenon XT,XT 4x4,DIESEL,MANUAL,2179,140,320,2007,2018,15000,12

Tata,Telcoline,2.0D,DIESEL,MANUAL,1948,68,118,1995,2007,15000,12
Tata,Telcoline,4x4,DIESEL,MANUAL,2956,90,190,1998,2007,15000,12

Tata,207 DI,Pickup,DIESEL,MANUAL,2956,85,250,2002,2016,15000,12
Tata,207 DI,Crew Cabin,DIESEL,MANUAL,2956,85,250,2005,2016,15000,12

Tata,407 Gold,SFC,DIESEL,MANUAL,2956,100,300,2015,,20000,12
Tata,709g LPT,CNG,CNG,MANUAL,3783,85,285,2018,,20000,12

Mahindra,Bolero,B4,DIESEL,MANUAL,1493,75,210,2020,,10000,12
Mahindra,Bolero,B6,DIESEL,MANUAL,1493,75,210,2020,,10000,12
Mahindra,Bolero,B6 (O),DIESEL,MANUAL,1493,75,210,2020,,10000,12
Mahindra,Bolero,SLX,DIESEL,MANUAL,2523,63,180,2000,2020,10000,12
Mahindra,Bolero,SLE,DIESEL,MANUAL,2523,63,180,2000,2020,10000,12
Mahindra,Bolero,DI,DIESEL,MANUAL,2523,63,180,2000,2020,10000,12
Mahindra,Bolero,Power Plus SLE,DIESEL,MANUAL,1493,71,195,2016,2020,10000,12
Mahindra,Bolero,Power Plus SLX,DIESEL,MANUAL,1493,71,195,2016,2020,10000,12

Mahindra,Bolero Neo,N4,DIESEL,MANUAL,1493,100,260,2021,,10000,12
Mahindra,Bolero Neo,N8,DIESEL,MANUAL,1493,100,260,2021,,10000,12
Mahindra,Bolero Neo,N10,DIESEL,MANUAL,1493,100,260,2021,,10000,12
Mahindra,Bolero Neo,N10 (O),DIESEL,MANUAL,1493,100,260,2021,,10000,12

Mahindra,Scorpio,S,DIESEL,MANUAL,2184,132,300,2022,,10000,12
Mahindra,Scorpio,S11,DIESEL,MANUAL,2184,132,300,2022,,10000,12
Mahindra,Scorpio,S11 4WD,DIESEL,MANUAL,2184,132,300,2022,,10000,12
Mahindra,Scorpio,S2,DIESEL,MANUAL,2523,75,200,2006,2022,10000,12
Mahindra,Scorpio,S4,DIESEL,MANUAL,2179,120,280,2014,2022,10000,12
Mahindra,Scorpio,S6,DIESEL,MANUAL,2179,120,280,2014,2022,10000,12
Mahindra,Scorpio,S8,DIESEL,MANUAL,2179,140,320,2014,2022,10000,12
Mahindra,Scorpio,S10,DIESEL,MANUAL,2179,140,320,2014,2022,10000,12

Mahindra,Scorpio N,Z2 Petrol,PETROL,MANUAL,1997,203,370,2022,,10000,12
Mahindra,Scorpio N,Z4 Petrol,PETROL,MANUAL,1997,203,370,2022,,10000,12
Mahindra,Scorpio N,Z8 Petrol,PETROL,MANUAL,1997,203,370,2022,,10000,12
Mahindra,Scorpio N,Z8L Petrol,PETROL,MANUAL,1997,203,370,2022,,10000,12
Mahindra,Scorpio N,Z8 AT Petrol,PETROL,AUTOMATIC,1997,203,380,2022,,10000,12
Mahindra,Scorpio N,Z8L AT Petrol,PETROL,AUTOMATIC,1997,203,380,2022,,10000,12
Mahindra,Scorpio N,Z2 Diesel,DIESEL,MANUAL,2184,132,300,2022,,10000,12
Mahindra,Scorpio N,Z4 Diesel,DIESEL,MANUAL,2184,132,300,2022,,10000,12
Mahindra,Scorpio N,Z6 Diesel,DIESEL,MANUAL,2184,175,370,2022,,10000,12
Mahindra,Scorpio N,Z8 Diesel,DIESEL,MANUAL,2184,175,370,2022,,10000,12
Mahindra,Scorpio N,Z8L Diesel,DIESEL,MANUAL,2184,175,370,2022,,10000,12
Mahindra,Scorpio N,Z8 AT Diesel,DIESEL,AUTOMATIC,2184,175,400,2022,,10000,12
Mahindra,Scorpio N,Z8L AT Diesel,DIESEL,AUTOMATIC,2184,175,400,2022,,10000,12
Mahindra,Scorpio N,Z8L 4WD,DIESEL,AUTOMATIC,2184,175,400,2022,,10000,12

Mahindra,XUV700,MX Petrol,PETROL,MANUAL,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX3 Petrol,PETROL,MANUAL,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX5 Petrol,PETROL,MANUAL,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX7 Petrol,PETROL,MANUAL,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX7L Petrol,PETROL,MANUAL,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX5 AT Petrol,PETROL,AUTOMATIC,1997,200,380,2021,,10000,12
Mahindra,XUV700,AX7 AT Petrol,PETROL,AUTOMATIC,1997,200,380,2021,,10000,12
Mahindra,XUV700,MX Diesel,DIESEL,MANUAL,2184,155,360,2021,,10000,12
Mahindra,XUV700,AX3 Diesel,DIESEL,MANUAL,2184,185,420,2021,,10000,12
Mahindra,XUV700,AX5 Diesel,DIESEL,MANUAL,2184,185,420,2021,,10000,12
Mahindra,XUV700,AX7 Diesel,DIESEL,MANUAL,2184,185,420,2021,,10000,12
Mahindra,XUV700,AX7L Diesel,DIESEL,MANUAL,2184,185,420,2021,,10000,12
Mahindra,XUV700,AX7 AT Diesel,DIESEL,AUTOMATIC,2184,185,450,2021,,10000,12
Mahindra,XUV700,AX7L AT AWD,DIESEL,AUTOMATIC,2184,185,450,2021,,10000,12

Mahindra,XUV300,W2 Petrol,PETROL,MANUAL,1197,110,200,2019,,10000,12
Mahindra,XUV300,W4 Petrol,PETROL,MANUAL,1197,110,200,2019,,10000,12
Mahindra,XUV300,W6 Petrol,PETROL,MANUAL,1197,110,200,2019,,10000,12
Mahindra,XUV300,W8 Petrol,PETROL,MANUAL,1197,110,200,2019,,10000,12
Mahindra,XUV300,W8 (O) Petrol,PETROL,MANUAL,1197,110,200,2019,,10000,12
Mahindra,XUV300,W6 AMT Petrol,PETROL,AUTOMATIC,1197,110,200,2020,,10000,12
Mahindra,XUV300,W8 AMT Petrol,PETROL,AUTOMATIC,1197,110,200,2020,,10000,12
Mahindra,XUV300,W8 (O) AMT Petrol,PETROL,AUTOMATIC,1197,110,200,2020,,10000,12
Mahindra,XUV300,W4 Diesel,DIESEL,MANUAL,1497,117,300,2019,,10000,12
Mahindra,XUV300,W6 Diesel,DIESEL,MANUAL,1497,117,300,2019,,10000,12
Mahindra,XUV300,W8 Diesel,DIESEL,MANUAL,1497,117,300,2019,,10000,12
Mahindra,XUV300,W8 (O) Diesel,DIESEL,MANUAL,1497,117,300,2019,,10000,12
Mahindra,XUV300,W6 AMT Diesel,DIESEL,AUTOMATIC,1497,117,300,2020,,10000,12
Mahindra,XUV300,W8 AMT Diesel,DIESEL,AUTOMATIC,1497,117,300,2020,,10000,12

Mahindra,XUV 3XO,MX1,PETROL,MANUAL,1197,111,200,2024,,10000,12
Mahindra,XUV 3XO,MX2 Pro,PETROL,MANUAL,1197,111,200,2024,,10000,12
Mahindra,XUV 3XO,MX3,PETROL,MANUAL,1197,111,200,2024,,10000,12
Mahindra,XUV 3XO,AX5,PETROL,MANUAL,1197,131,230,2024,,10000,12
Mahindra,XUV 3XO,AX5L,PETROL,MANUAL,1197,131,230,2024,,10000,12
Mahindra,XUV 3XO,AX7,PETROL,MANUAL,1197,131,230,2024,,10000,12
Mahindra,XUV 3XO,AX5 AT,PETROL,AUTOMATIC,1197,131,230,2024,,10000,12
Mahindra,XUV 3XO,AX7 AT,PETROL,AUTOMATIC,1197,131,230,2024,,10000,12
Mahindra,XUV 3XO,MX2 Diesel,DIESEL,MANUAL,1497,117,300,2024,,10000,12
Mahindra,XUV 3XO,MX3 Diesel,DIESEL,MANUAL,1497,117,300,2024,,10000,12
Mahindra,XUV 3XO,AX5 Diesel,DIESEL,MANUAL,1497,117,300,2024,,10000,12
Mahindra,XUV 3XO,AX7 Diesel,DIESEL,MANUAL,1497,117,300,2024,,10000,12
Mahindra,XUV 3XO,AX5 Diesel AT,DIESEL,AUTOMATIC,1497,117,300,2024,,10000,12
Mahindra,XUV 3XO,AX7 Diesel AT,DIESEL,AUTOMATIC,1497,117,300,2024,,10000,12

Mahindra,XUV500,W5,DIESEL,MANUAL,2179,140,330,2011,2021,10000,12
Mahindra,XUV500,W7,DIESEL,MANUAL,2179,155,360,2011,2021,10000,12
Mahindra,XUV500,W9,DIESEL,MANUAL,2179,155,360,2011,2021,10000,12
Mahindra,XUV500,W11,DIESEL,MANUAL,2179,155,360,2018,2021,10000,12
Mahindra,XUV500,W11 (O),DIESEL,MANUAL,2179,155,360,2018,2021,10000,12
Mahindra,XUV500,W6 AT,DIESEL,AUTOMATIC,2179,155,360,2016,2021,10000,12
Mahindra,XUV500,W9 AT,DIESEL,AUTOMATIC,2179,155,360,2016,2021,10000,12
Mahindra,XUV500,W11 AT,DIESEL,AUTOMATIC,2179,155,360,2018,2021,10000,12
Mahindra,XUV500,W11 (O) AT,DIESEL,AUTOMATIC,2179,155,360,2018,2021,10000,12

Mahindra,Thar,AX Opt Petrol,PETROL,MANUAL,1997,152,300,2020,,10000,12
Mahindra,Thar,LX Petrol,PETROL,MANUAL,1997,152,300,2020,,10000,12
Mahindra,Thar,LX Hard Top Petrol,PETROL,MANUAL,1997,152,300,2020,,10000,12
Mahindra,Thar,LX AT Petrol,PETROL,AUTOMATIC,1997,152,320,2020,,10000,12
Mahindra,Thar,AX Opt Diesel,DIESEL,MANUAL,2184,132,300,2020,,10000,12
Mahindra,Thar,LX Diesel,DIESEL,MANUAL,2184,132,300,2020,,10000,12
Mahindra,Thar,LX Hard Top Diesel,DIESEL,MANUAL,2184,132,300,2020,,10000,12
Mahindra,Thar,LX AT Diesel,DIESEL,AUTOMATIC,2184,132,300,2020,,10000,12
Mahindra,Thar,LX 4WD AT Diesel,DIESEL,AUTOMATIC,2184,132,300,2020,,10000,12

Mahindra,Thar Roxx,MX1 Petrol,PETROL,MANUAL,1997,162,330,2024,,10000,12
Mahindra,Thar Roxx,MX3 Petrol,PETROL,MANUAL,1997,162,330,2024,,10000,12
Mahindra,Thar Roxx,AX3L Petrol,PETROL,MANUAL,1997,177,380,2024,,10000,12
Mahindra,Thar Roxx,AX5L Petrol,PETROL,AUTOMATIC,1997,177,380,2024,,10000,12
Mahindra,Thar Roxx,AX7L Petrol,PETROL,AUTOMATIC,1997,177,380,2024,,10000,12
Mahindra,Thar Roxx,MX3 Diesel,DIESEL,MANUAL,2184,152,330,2024,,10000,12
Mahindra,Thar Roxx,AX3L Diesel,DIESEL,MANUAL,2184,175,370,2024,,10000,12
Mahindra,Thar Roxx,AX5L Diesel,DIESEL,AUTOMATIC,2184,175,370,2024,,10000,12
Mahindra,Thar Roxx,AX7L Diesel 4WD,DIESEL,AUTOMATIC,2184,175,370,2024,,10000,12

Mahindra,Marazzo,M2,DIESEL,MANUAL,1497,123,300,2018,,10000,12
Mahindra,Marazzo,M4,DIESEL,MANUAL,1497,123,300,2018,,10000,12
Mahindra,Marazzo,M6,DIESEL,MANUAL,1497,123,300,2018,,10000,12
Mahindra,Marazzo,M8,DIESEL,MANUAL,1497,123,300,2018,,10000,12

Mahindra,KUV100 K2,PETROL,MANUAL,1198,82,115,2016,2019,10000,12
Mahindra,KUV100,K4,PETROL,MANUAL,1198,82,115,2016,2019,10000,12
Mahindra,KUV100,K6,PETROL,MANUAL,1198,82,115,2016,2019,10000,12
Mahindra,KUV100,K8,PETROL,MANUAL,1198,82,115,2016,2019,10000,12
Mahindra,KUV100,K6 Diesel,DIESEL,1198,77,190,2016,2019,10000,12
Mahindra,KUV100,K8 Diesel,DIESEL,MANUAL,1198,77,190,2016,2019,10000,12

Mahindra,KUV100 NXT,K2+,PETROL,MANUAL,1198,82,115,2017,2024,10000,12
Mahindra,KUV100 NXT,K4+,PETROL,MANUAL,1198,82,115,2017,2024,10000,12
Mahindra,KUV100 NXT,K6+,PETROL,MANUAL,1198,82,115,2017,2024,10000,12
Mahindra,KUV100 NXT,K8+,PETROL,MANUAL,1198,82,115,2017,2024,10000,12
Mahindra,KUV100 NXT,K6+ CNG,CNG,MANUAL,1198,61,85,2018,2024,10000,12

Mahindra,TUV300,T4+,DIESEL,MANUAL,1493,100,240,2015,2020,10000,12
Mahindra,TUV300,T6+,DIESEL,MANUAL,1493,100,240,2015,2020,10000,12
Mahindra,TUV300,T8,DIESEL,MANUAL,1493,100,240,2015,2020,10000,12
Mahindra,TUV300,T10,DIESEL,MANUAL,1493,100,240,2015,2020,10000,12
Mahindra,TUV300,T8 AMT,DIESEL,AUTOMATIC,1493,100,240,2016,2020,10000,12
Mahindra,TUV300,T10 AMT,DIESEL,AUTOMATIC,1493,100,240,2016,2020,10000,12

Mahindra,TUV300 Plus,P4,DIESEL,MANUAL,2179,120,280,2018,,10000,12
Mahindra,TUV300 Plus,P6,DIESEL,MANUAL,2179,120,280,2018,,10000,12
Mahindra,TUV300 Plus,P8,DIESEL,MANUAL,2179,120,280,2018,,10000,12

Mahindra,Xylo,D2,DIESEL,MANUAL,2489,95,218,2009,2019,10000,12
Mahindra,Xylo,D4,DIESEL,MANUAL,2489,95,218,2009,2019,10000,12
Mahindra,Xylo,E4,DIESEL,MANUAL,2498,112,260,2009,2019,10000,12
Mahindra,Xylo,E6,DIESEL,MANUAL,2498,112,260,2009,2019,10000,12
Mahindra,Xylo,E8,DIESEL,MANUAL,2498,112,260,2009,2019,10000,12
Mahindra,Xylo,H4,DIESEL,MANUAL,2179,120,280,2012,2019,10000,12
Mahindra,Xylo,H8,DIESEL,MANUAL,2179,120,280,2012,2019,10000,12

Mahindra,Quanto,C2,DIESEL,MANUAL,1493,100,240,2012,2016,10000,12
Mahindra,Quanto,C4,DIESEL,MANUAL,1493,100,240,2012,2016,10000,12
Mahindra,Quanto,C6,DIESEL,MANUAL,1493,100,240,2012,2016,10000,12
Mahindra,Quanto,C8,DIESEL,MANUAL,1493,100,240,2012,2016,10000,12

Mahindra,Verito,D2,DIESEL,MANUAL,1461,65,160,2012,2020,10000,12
Mahindra,Verito,D4,DIESEL,MANUAL,1461,65,160,2012,2020,10000,12
Mahindra,Verito,D6,DIESEL,MANUAL,1461,65,160,2012,2020,10000,12
Mahindra,Verito,D6 BSIV,DIESEL,MANUAL,1461,65,160,2014,2020,10000,12
Mahindra,Verito,Executive Edition,DIESEL,MANUAL,1461,65,160,2015,2020,10000,12

Mahindra,Verito Vibe,D2,DIESEL,MANUAL,1461,65,160,2013,2016,10000,12
Mahindra,Verito Vibe,D4,DIESEL,MANUAL,1461,65,160,2013,2016,10000,12
Mahindra,Verito Vibe,D6,DIESEL,MANUAL,1461,65,160,2013,2016,10000,12

Mahindra,Logan,GLX,PETROL,MANUAL,1390,75,110,2007,2011,10000,12
Mahindra,Logan,GLE,PETROL,MANUAL,1390,75,110,2007,2011,10000,12
Mahindra,Logan,DLE,DIESEL,MANUAL,1461,65,160,2007,2011,10000,12
Mahindra,Logan,DLX,DIESEL,MANUAL,1461,65,160,2007,2011,10000,12

Mahindra,e2o,T0,EV,AUTOMATIC,0,26,53,2013,2017,10000,12
Mahindra,e2o,T2,EV,AUTOMATIC,0,26,53,2013,2017,10000,12
Mahindra,e2o,T4,EV,AUTOMATIC,0,26,53,2013,2017,10000,12
Mahindra,e2o,T6,EV,AUTOMATIC,0,26,53,2013,2017,10000,12

Mahindra,e2o Plus,P2,EV,AUTOMATIC,0,41,91,2016,2021,10000,12
Mahindra,e2o Plus,P4,EV,AUTOMATIC,0,41,91,2016,2021,10000,12
Mahindra,e2o Plus,P6,EV,AUTOMATIC,0,41,91,2016,2021,10000,12
Mahindra,e2o Plus,P8,EV,AUTOMATIC,0,41,91,2016,2021,10000,12

Mahindra,eVerito,D2,EV,AUTOMATIC,0,41,91,2016,2022,10000,12
Mahindra,eVerito,D4,EV,AUTOMATIC,0,41,91,2016,2022,10000,12
Mahindra,eVerito,D6,EV,AUTOMATIC,0,41,91,2016,2022,10000,12

Mahindra,Jeep CJ3B,Soft Top,DIESEL,MANUAL,2523,63,180,1989,1999,10000,12
Mahindra,Jeep CJ3B,Hard Top,DIESEL,MANUAL,2523,63,180,1989,1999,10000,12

Mahindra,Major,4x4,DIESEL,MANUAL,2523,63,180,1995,2000,10000,12

Mahindra,Marshal,DI,DIESEL,MANUAL,2523,63,180,1998,2010,10000,12
Mahindra,Marshal,CL,DIESEL,MANUAL,2523,63,180,1998,2010,10000,12

Mahindra,Commander,650 DI,DIESEL,MANUAL,2523,63,180,1991,2010,10000,12
Mahindra,Commander,750 DP,DIESEL,MANUAL,2523,72,152,1995,2010,10000,12

Mahindra,Maxximo Plus,VX,DIESEL,MANUAL,909,26,55,2012,2018,10000,12
Mahindra,Maxximo Plus,CX,DIESEL,MANUAL,909,26,55,2012,2018,10000,12

Mahindra,Supro Van,LX,DIESEL,MANUAL,909,47,100,2015,,10000,12
Mahindra,Supro Van,ZX,DIESEL,MANUAL,909,47,100,2015,,10000,12
Mahindra,Supro Van,CNG Duo,CNG,MANUAL,909,26,60,2020,,10000,12

Mahindra,Supro Maxitruck,CBC,DIESEL,MANUAL,909,47,100,2015,,10000,12
Mahindra,Supro Maxitruck,HD,DIESEL,MANUAL,909,47,100,2015,,10000,12
Mahindra,Supro Maxitruck,CNG Duo,CNG,MANUAL,909,26,60,2020,,10000,12

Mahindra,Imperio,Single Cab,DIESEL,MANUAL,2489,75,220,2015,2020,10000,12
Mahindra,Imperio,Double Cab,DIESEL,MANUAL,2489,75,220,2015,2020,10000,12

Mahindra,Genio,Single Cab,DIESEL,MANUAL,2523,75,220,2011,2016,10000,12
Mahindra,Genio,Double Cab,DIESEL,MANUAL,2523,75,220,2011,2016,10000,12

Mahindra,Big Bolero Pik-Up,CBC,DIESEL,MANUAL,2523,75,200,2019,,10000,12
Mahindra,Big Bolero Pik-Up,FB,DIESEL,MANUAL,2523,75,200,2019,,10000,12
Mahindra,Big Bolero Pik-Up,AC,DIESEL,MANUAL,2523,75,200,2021,,10000,12

Mahindra,Jeeto S6,PETROL,MANUAL,625,16,38,2015,,10000,12
Mahindra,Jeeto S8,PETROL,MANUAL,625,16,38,2015,,10000,12
